<<<<<<< HEAD
Image,Location,Class,Glioma,Meningioma,Pituitary,NoTumor
Tr-gl_0056.jpg,"(57.79, 63.42)",Glioma,True,False,False,False
Tr-gl_0057.jpg,"(14.1, 43.17)",Glioma,True,False,False,False
Tr-gl_0058.jpg,"(7.25, 18.38)",Glioma,True,False,False,False
Tr-gl_0059.jpg,"(81.27, 25.49)",Glioma,True,False,False,False
Tr-gl_0060.jpg,"(20.19, 31.07)",Glioma,True,False,False,False
Tr-gl_0061.jpg,"(37.18, 0.64)",Glioma,True,False,False,False
Tr-gl_0062.jpg,"(0.41, 43.15)",Glioma,True,False,False,False
Tr-gl_0063.jpg,"(58.05, 26.57)",Glioma,True,False,False,False
Tr-gl_0064.jpg,"(66.72, 13.39)",Glioma,True,False,False,False
Tr-gl_0065.jpg,"(17.55, 40.83)",Glioma,True,False,False,False
Tr-gl_0066.jpg,"(75.38, 47.89)",Glioma,True,False,False,False
Tr-gl_0067.jpg,"(52.49, 55.93)",Glioma,True,False,False,False
Tr-gl_0068.jpg,"(11.56, 50.23)",Glioma,True,False,False,False
Tr-gl_0069.jpg,"(91.12, 19.45)",Glioma,True,False,False,False
Tr-gl_0070.jpg,"(42.21, 41.84)",Glioma,True,False,False,False
Tr-gl_0071.jpg,"(0.03, 68.45)",Glioma,True,False,False,False
Tr-gl_0072.jpg,"(68.81, 46.16)",Glioma,True,False,False,False
Tr-gl_0073.jpg,"(52.99, 96.71)",Glioma,True,False,False,False
Tr-gl_0074.jpg,"(58.02, 72.19)",Glioma,True,False,False,False
Tr-gl_0075.jpg,"(57.81, 87.59)",Glioma,True,False,False,False
Tr-gl_0076.jpg,"(97.27, 84.96)",Glioma,True,False,False,False
Tr-gl_0077.jpg,"(54.7, 92.27)",Glioma,True,False,False,False
Tr-gl_0078.jpg,"(75.76, 53.51)",Glioma,True,False,False,False
Tr-gl_0079.jpg,"(4.66, 56.47)",Glioma,True,False,False,False
Tr-gl_0080.jpg,"(14.1, 12.03)",Glioma,True,False,False,False
Tr-gl_0081.jpg,"(12.56, 27.33)",Glioma,True,False,False,False
Tr-gl_0082.jpg,"(20.85, 98.27)",Glioma,True,False,False,False
Tr-gl_0083.jpg,"(77.68, 82.66)",Glioma,True,False,False,False
Tr-gl_0084.jpg,"(53.55, 19.39)",Glioma,True,False,False,False
Tr-gl_0085.jpg,"(38.7, 14.25)",Glioma,True,False,False,False
Tr-gl_0086.jpg,"(46.81, 29.19)",Glioma,True,False,False,False
Tr-gl_0087.jpg,"(91.6, 29.76)",Glioma,True,False,False,False
Tr-gl_0088.jpg,"(76.47, 93.21)",Glioma,True,False,False,False
Tr-gl_0089.jpg,"(35.31, 72.04)",Glioma,True,False,False,False
Tr-gl_0090.jpg,"(25.61, 98.6)",Glioma,True,False,False,False
Tr-gl_0091.jpg,"(83.57, 28.33)",Glioma,True,False,False,False
Tr-gl_0092.jpg,"(32.88, 4.65)",Glioma,True,False,False,False
Tr-gl_0093.jpg,"(3.75, 24.31)",Glioma,True,False,False,False
Tr-gl_0094.jpg,"(43.57, 44.24)",Glioma,True,False,False,False
Tr-gl_0095.jpg,"(0.35, 36.96)",Glioma,True,False,False,False
Tr-gl_0096.jpg,"(5.24, 90.51)",Glioma,True,False,False,False
Tr-gl_0097.jpg,"(0.76, 27.45)",Glioma,True,False,False,False
Tr-gl_0098.jpg,"(29.53, 63.83)",Glioma,True,False,False,False
Tr-gl_0099.jpg,"(53.23, 91.51)",Glioma,True,False,False,False
Tr-gl_0100.jpg,"(26.47, 9.26)",Glioma,True,False,False,False
Tr-gl_0101.jpg,"(2.66, 61.72)",Glioma,True,False,False,False
Tr-gl_0102.jpg,"(8.87, 59.78)",Glioma,True,False,False,False
Tr-gl_0103.jpg,"(9.79, 54.24)",Glioma,True,False,False,False
Tr-gl_0104.jpg,"(49.36, 45.84)",Glioma,True,False,False,False
Tr-gl_0105.jpg,"(35.45, 36.41)",Glioma,True,False,False,False
Tr-gl_0106.jpg,"(6.66, 80.21)",Glioma,True,False,False,False
Tr-gl_0107.jpg,"(55.96, 24.72)",Glioma,True,False,False,False
Tr-gl_0108.jpg,"(79.03, 38.15)",Glioma,True,False,False,False
Tr-gl_0109.jpg,"(28.76, 59.29)",Glioma,True,False,False,False
Tr-gl_0110.jpg,"(2.52, 61.23)",Glioma,True,False,False,False
Tr-gl_0111.jpg,"(20.38, 48.77)",Glioma,True,False,False,False
Tr-gl_0112.jpg,"(97.96, 54.75)",Glioma,True,False,False,False
Tr-gl_0113.jpg,"(19.5, 79.78)",Glioma,True,False,False,False
Tr-gl_0114.jpg,"(90.05, 22.51)",Glioma,True,False,False,False
Tr-gl_0115.jpg,"(38.42, 53.22)",Glioma,True,False,False,False
Tr-gl_0116.jpg,"(27.76, 97.85)",Glioma,True,False,False,False
Tr-gl_0117.jpg,"(13.38, 77.0)",Glioma,True,False,False,False
Tr-gl_0118.jpg,"(96.0, 39.25)",Glioma,True,False,False,False
Tr-gl_0119.jpg,"(95.37, 7.62)",Glioma,True,False,False,False
Tr-gl_0120.jpg,"(30.08, 20.88)",Glioma,True,False,False,False
Tr-gl_0121.jpg,"(63.02, 43.36)",Glioma,True,False,False,False
Tr-gl_0122.jpg,"(85.11, 14.54)",Glioma,True,False,False,False
Tr-gl_0123.jpg,"(40.85, 88.48)",Glioma,True,False,False,False
Tr-gl_0124.jpg,"(45.42, 53.85)",Glioma,True,False,False,False
Tr-gl_0125.jpg,"(81.98, 12.19)",Glioma,True,False,False,False
Tr-gl_0126.jpg,"(6.45, 76.02)",Glioma,True,False,False,False
Tr-gl_0127.jpg,"(43.9, 33.61)",Glioma,True,False,False,False
Tr-gl_0128.jpg,"(83.25, 75.44)",Glioma,True,False,False,False
Tr-gl_0129.jpg,"(75.82, 76.74)",Glioma,True,False,False,False
Tr-gl_0130.jpg,"(86.57, 66.14)",Glioma,True,False,False,False
Tr-gl_0131.jpg,"(6.72, 39.78)",Glioma,True,False,False,False
Tr-gl_0132.jpg,"(80.51, 89.16)",Glioma,True,False,False,False
Tr-gl_0133.jpg,"(51.36, 3.15)",Glioma,True,False,False,False
Tr-gl_0134.jpg,"(74.81, 29.69)",Glioma,True,False,False,False
Tr-gl_0135.jpg,"(78.89, 29.02)",Glioma,True,False,False,False
Tr-gl_0136.jpg,"(72.18, 16.87)",Glioma,True,False,False,False
Tr-gl_0137.jpg,"(3.89, 66.25)",Glioma,True,False,False,False
Tr-gl_0138.jpg,"(40.0, 60.12)",Glioma,True,False,False,False
Tr-gl_0139.jpg,"(72.15, 2.34)",Glioma,True,False,False,False
Tr-gl_0140.jpg,"(80.41, 79.67)",Glioma,True,False,False,False
Tr-gl_0141.jpg,"(3.75, 93.87)",Glioma,True,False,False,False
Tr-gl_0142.jpg,"(47.11, 43.05)",Glioma,True,False,False,False
Tr-gl_0143.jpg,"(74.91, 62.91)",Glioma,True,False,False,False
Tr-gl_0144.jpg,"(57.95, 73.18)",Glioma,True,False,False,False
Tr-gl_0145.jpg,"(84.89, 81.65)",Glioma,True,False,False,False
Tr-gl_0146.jpg,"(47.52, 13.11)",Glioma,True,False,False,False
Tr-gl_0147.jpg,"(38.02, 47.27)",Glioma,True,False,False,False
Tr-gl_0148.jpg,"(14.31, 78.79)",Glioma,True,False,False,False
Tr-gl_0149.jpg,"(40.67, 89.6)",Glioma,True,False,False,False
Tr-gl_0150.jpg,"(56.25, 46.41)",Glioma,True,False,False,False
Tr-gl_0151.jpg,"(95.78, 0.66)",Glioma,True,False,False,False
Tr-gl_0152.jpg,"(54.78, 0.6)",Glioma,True,False,False,False
Tr-gl_0153.jpg,"(2.88, 39.96)",Glioma,True,False,False,False
Tr-gl_0154.jpg,"(27.05, 85.25)",Glioma,True,False,False,False
Tr-gl_0155.jpg,"(23.48, 87.45)",Glioma,True,False,False,False
Tr-gl_0156.jpg,"(45.75, 93.23)",Glioma,True,False,False,False
Tr-gl_0157.jpg,"(59.99, 41.68)",Glioma,True,False,False,False
Tr-gl_0158.jpg,"(41.77, 18.67)",Glioma,True,False,False,False
Tr-gl_0159.jpg,"(33.44, 74.01)",Glioma,True,False,False,False
Tr-gl_0160.jpg,"(79.34, 38.9)",Glioma,True,False,False,False
Tr-gl_0161.jpg,"(4.07, 12.17)",Glioma,True,False,False,False
Tr-gl_0162.jpg,"(64.43, 97.82)",Glioma,True,False,False,False
Tr-gl_0163.jpg,"(9.8, 40.68)",Glioma,True,False,False,False
Tr-gl_0164.jpg,"(10.71, 77.6)",Glioma,True,False,False,False
Tr-gl_0165.jpg,"(20.33, 75.85)",Glioma,True,False,False,False
Tr-gl_0166.jpg,"(78.1, 57.57)",Glioma,True,False,False,False
Tr-gl_0167.jpg,"(33.31, 66.79)",Glioma,True,False,False,False
Tr-gl_0168.jpg,"(8.36, 89.96)",Glioma,True,False,False,False
Tr-gl_0169.jpg,"(48.49, 58.98)",Glioma,True,False,False,False
Tr-gl_0170.jpg,"(5.58, 53.49)",Glioma,True,False,False,False
Tr-gl_0171.jpg,"(62.92, 93.52)",Glioma,True,False,False,False
Tr-gl_0172.jpg,"(91.9, 14.84)",Glioma,True,False,False,False
Tr-gl_0173.jpg,"(43.48, 63.44)",Glioma,True,False,False,False
Tr-gl_0174.jpg,"(13.9, 91.28)",Glioma,True,False,False,False
Tr-gl_0175.jpg,"(52.03, 75.95)",Glioma,True,False,False,False
Tr-gl_0176.jpg,"(95.26, 94.33)",Glioma,True,False,False,False
Tr-gl_0177.jpg,"(89.94, 88.43)",Glioma,True,False,False,False
Tr-gl_0178.jpg,"(56.03, 67.07)",Glioma,True,False,False,False
Tr-gl_0179.jpg,"(75.83, 90.99)",Glioma,True,False,False,False
Tr-gl_0180.jpg,"(44.82, 72.36)",Glioma,True,False,False,False
Tr-gl_0181.jpg,"(28.94, 90.51)",Glioma,True,False,False,False
Tr-gl_0182.jpg,"(12.96, 72.08)",Glioma,True,False,False,False
Tr-gl_0183.jpg,"(91.38, 93.95)",Glioma,True,False,False,False
Tr-gl_0184.jpg,"(1.94, 18.65)",Glioma,True,False,False,False
Tr-gl_0185.jpg,"(71.97, 78.69)",Glioma,True,False,False,False
Tr-gl_0186.jpg,"(11.07, 41.02)",Glioma,True,False,False,False
Tr-gl_0187.jpg,"(84.32, 63.39)",Glioma,True,False,False,False
Tr-gl_0188.jpg,"(31.81, 45.73)",Glioma,True,False,False,False
Tr-gl_0189.jpg,"(93.79, 48.69)",Glioma,True,False,False,False
Tr-gl_0190.jpg,"(27.73, 17.21)",Glioma,True,False,False,False
Tr-gl_0191.jpg,"(76.05, 62.66)",Glioma,True,False,False,False
Tr-gl_0192.jpg,"(97.28, 11.45)",Glioma,True,False,False,False
Tr-gl_0193.jpg,"(0.55, 3.99)",Glioma,True,False,False,False
Tr-gl_0194.jpg,"(76.48, 73.34)",Glioma,True,False,False,False
Tr-gl_0195.jpg,"(37.12, 57.68)",Glioma,True,False,False,False
Tr-gl_0196.jpg,"(79.7, 50.51)",Glioma,True,False,False,False
Tr-gl_0197.jpg,"(11.06, 28.82)",Glioma,True,False,False,False
Tr-gl_0198.jpg,"(25.53, 31.38)",Glioma,True,False,False,False
Tr-gl_0199.jpg,"(5.27, 48.51)",Glioma,True,False,False,False
Tr-gl_0200.jpg,"(75.39, 38.9)",Glioma,True,False,False,False
Tr-gl_0201.jpg,"(32.17, 2.69)",Glioma,True,False,False,False
Tr-gl_0202.jpg,"(1.12, 1.85)",Glioma,True,False,False,False
Tr-gl_0203.jpg,"(79.66, 60.28)",Glioma,True,False,False,False
Tr-gl_0204.jpg,"(35.55, 4.04)",Glioma,True,False,False,False
Tr-gl_0205.jpg,"(20.24, 56.03)",Glioma,True,False,False,False
Tr-gl_0206.jpg,"(60.24, 62.8)",Glioma,True,False,False,False
Tr-gl_0207.jpg,"(58.07, 81.8)",Glioma,True,False,False,False
Tr-gl_0208.jpg,"(54.03, 98.88)",Glioma,True,False,False,False
Tr-gl_0209.jpg,"(93.53, 49.7)",Glioma,True,False,False,False
Tr-gl_0210.jpg,"(84.46, 51.88)",Glioma,True,False,False,False
Tr-gl_0211.jpg,"(79.5, 35.09)",Glioma,True,False,False,False
Tr-gl_0212.jpg,"(57.4, 80.25)",Glioma,True,False,False,False
Tr-gl_0213.jpg,"(4.45, 98.64)",Glioma,True,False,False,False
Tr-gl_0214.jpg,"(65.74, 24.73)",Glioma,True,False,False,False
Tr-gl_0215.jpg,"(82.06, 20.95)",Glioma,True,False,False,False
Tr-gl_0216.jpg,"(54.67, 29.62)",Glioma,True,False,False,False
Tr-gl_0217.jpg,"(96.48, 79.74)",Glioma,True,False,False,False
Tr-gl_0218.jpg,"(70.58, 55.07)",Glioma,True,False,False,False
Tr-gl_0219.jpg,"(31.54, 90.18)",Glioma,True,False,False,False
Tr-gl_0220.jpg,"(48.92, 96.85)",Glioma,True,False,False,False
Tr-gl_0221.jpg,"(19.45, 25.57)",Glioma,True,False,False,False
Tr-gl_0222.jpg,"(91.25, 45.33)",Glioma,True,False,False,False
Tr-gl_0223.jpg,"(7.4, 48.06)",Glioma,True,False,False,False
Tr-gl_0224.jpg,"(9.66, 48.47)",Glioma,True,False,False,False
Tr-gl_0225.jpg,"(83.75, 57.56)",Glioma,True,False,False,False
Tr-gl_0226.jpg,"(59.62, 20.58)",Glioma,True,False,False,False
Tr-gl_0227.jpg,"(50.21, 38.69)",Glioma,True,False,False,False
Tr-gl_0228.jpg,"(87.53, 7.89)",Glioma,True,False,False,False
Tr-gl_0229.jpg,"(11.26, 4.47)",Glioma,True,False,False,False
Tr-gl_0230.jpg,"(31.15, 74.73)",Glioma,True,False,False,False
Tr-gl_0231.jpg,"(42.68, 74.81)",Glioma,True,False,False,False
Tr-gl_0232.jpg,"(56.17, 62.45)",Glioma,True,False,False,False
Tr-gl_0233.jpg,"(86.28, 11.03)",Glioma,True,False,False,False
Tr-gl_0234.jpg,"(73.21, 46.03)",Glioma,True,False,False,False
Tr-gl_0235.jpg,"(66.96, 54.2)",Glioma,True,False,False,False
Tr-gl_0236.jpg,"(33.08, 29.76)",Glioma,True,False,False,False
Tr-gl_0237.jpg,"(78.23, 10.63)",Glioma,True,False,False,False
Tr-gl_0238.jpg,"(72.69, 35.4)",Glioma,True,False,False,False
Tr-gl_0239.jpg,"(73.22, 48.51)",Glioma,True,False,False,False
Tr-gl_0240.jpg,"(64.96, 72.79)",Glioma,True,False,False,False
Tr-gl_0241.jpg,"(82.61, 63.11)",Glioma,True,False,False,False
Tr-gl_0242.jpg,"(1.29, 21.32)",Glioma,True,False,False,False
Tr-gl_0243.jpg,"(22.88, 78.48)",Glioma,True,False,False,False
Tr-gl_0244.jpg,"(52.37, 8.87)",Glioma,True,False,False,False
Tr-gl_0245.jpg,"(79.52, 89.13)",Glioma,True,False,False,False
Tr-gl_0246.jpg,"(28.88, 69.12)",Glioma,True,False,False,False
Tr-gl_0247.jpg,"(94.16, 31.85)",Glioma,True,False,False,False
Tr-gl_0248.jpg,"(67.69, 65.64)",Glioma,True,False,False,False
Tr-gl_0249.jpg,"(81.86, 20.18)",Glioma,True,False,False,False
Tr-gl_0250.jpg,"(96.56, 80.06)",Glioma,True,False,False,False
Tr-gl_0251.jpg,"(5.46, 56.26)",Glioma,True,False,False,False
Tr-gl_0252.jpg,"(91.61, 99.37)",Glioma,True,False,False,False
Tr-gl_0253.jpg,"(92.99, 51.44)",Glioma,True,False,False,False
Tr-gl_0254.jpg,"(67.26, 36.86)",Glioma,True,False,False,False
Tr-gl_0255.jpg,"(28.04, 49.4)",Glioma,True,False,False,False
Tr-gl_0256.jpg,"(18.49, 23.48)",Glioma,True,False,False,False
Tr-gl_0257.jpg,"(18.8, 36.84)",Glioma,True,False,False,False
Tr-gl_0258.jpg,"(47.43, 92.21)",Glioma,True,False,False,False
Tr-gl_0259.jpg,"(23.54, 30.91)",Glioma,True,False,False,False
Tr-gl_0260.jpg,"(56.38, 67.99)",Glioma,True,False,False,False
Tr-gl_0261.jpg,"(67.72, 58.15)",Glioma,True,False,False,False
Tr-gl_0262.jpg,"(3.03, 2.64)",Glioma,True,False,False,False
Tr-gl_0263.jpg,"(51.58, 6.89)",Glioma,True,False,False,False
Tr-gl_0264.jpg,"(41.26, 22.34)",Glioma,True,False,False,False
Tr-gl_0265.jpg,"(17.61, 47.99)",Glioma,True,False,False,False
Tr-gl_0266.jpg,"(41.2, 37.01)",Glioma,True,False,False,False
Tr-gl_0267.jpg,"(73.36, 3.33)",Glioma,True,False,False,False
Tr-gl_0268.jpg,"(95.3, 99.64)",Glioma,True,False,False,False
Tr-gl_0269.jpg,"(90.66, 6.65)",Glioma,True,False,False,False
Tr-gl_0270.jpg,"(0.73, 20.16)",Glioma,True,False,False,False
Tr-gl_0271.jpg,"(18.19, 85.19)",Glioma,True,False,False,False
Tr-gl_0272.jpg,"(68.6, 85.61)",Glioma,True,False,False,False
Tr-gl_0273.jpg,"(80.73, 11.4)",Glioma,True,False,False,False
Tr-gl_0274.jpg,"(3.26, 36.35)",Glioma,True,False,False,False
Tr-gl_0275.jpg,"(3.47, 57.93)",Glioma,True,False,False,False
Tr-gl_0276.jpg,"(54.23, 6.27)",Glioma,True,False,False,False
Tr-gl_0277.jpg,"(72.3, 83.96)",Glioma,True,False,False,False
Tr-gl_0278.jpg,"(85.93, 58.73)",Glioma,True,False,False,False
Tr-gl_0279.jpg,"(64.7, 56.06)",Glioma,True,False,False,False
Tr-gl_0280.jpg,"(36.77, 96.86)",Glioma,True,False,False,False
Tr-gl_0281.jpg,"(4.8, 38.26)",Glioma,True,False,False,False
Tr-gl_0282.jpg,"(81.9, 82.18)",Glioma,True,False,False,False
Tr-gl_0283.jpg,"(6.64, 9.17)",Glioma,True,False,False,False
Tr-gl_0284.jpg,"(83.03, 69.17)",Glioma,True,False,False,False
Tr-gl_0285.jpg,"(20.77, 65.35)",Glioma,True,False,False,False
Tr-gl_0286.jpg,"(10.01, 92.17)",Glioma,True,False,False,False
Tr-gl_0287.jpg,"(23.8, 43.43)",Glioma,True,False,False,False
Tr-gl_0288.jpg,"(53.45, 31.74)",Glioma,True,False,False,False
Tr-gl_0289.jpg,"(6.84, 64.85)",Glioma,True,False,False,False
Tr-gl_0290.jpg,"(83.29, 98.73)",Glioma,True,False,False,False
Tr-gl_0291.jpg,"(48.0, 63.64)",Glioma,True,False,False,False
Tr-gl_0292.jpg,"(47.1, 7.13)",Glioma,True,False,False,False
Tr-gl_0293.jpg,"(21.12, 73.31)",Glioma,True,False,False,False
Tr-gl_0294.jpg,"(77.41, 82.8)",Glioma,True,False,False,False
Tr-gl_0295.jpg,"(36.54, 77.41)",Glioma,True,False,False,False
Tr-gl_0296.jpg,"(49.12, 77.63)",Glioma,True,False,False,False
Tr-gl_0297.jpg,"(70.45, 0.51)",Glioma,True,False,False,False
Tr-gl_0298.jpg,"(31.55, 57.04)",Glioma,True,False,False,False
Tr-gl_0299.jpg,"(81.51, 59.49)",Glioma,True,False,False,False
Tr-gl_0300.jpg,"(84.91, 73.82)",Glioma,True,False,False,False
Tr-gl_0301.jpg,"(96.19, 92.99)",Glioma,True,False,False,False
Tr-gl_0302.jpg,"(83.64, 23.74)",Glioma,True,False,False,False
Tr-gl_0303.jpg,"(3.7, 79.08)",Glioma,True,False,False,False
Tr-gl_0304.jpg,"(67.45, 33.56)",Glioma,True,False,False,False
Tr-gl_0305.jpg,"(28.02, 65.38)",Glioma,True,False,False,False
Tr-gl_0306.jpg,"(4.78, 81.99)",Glioma,True,False,False,False
Tr-gl_0307.jpg,"(35.19, 98.21)",Glioma,True,False,False,False
Tr-gl_0308.jpg,"(90.42, 49.16)",Glioma,True,False,False,False
Tr-gl_0309.jpg,"(0.25, 87.29)",Glioma,True,False,False,False
Tr-gl_0310.jpg,"(13.54, 7.01)",Glioma,True,False,False,False
Tr-gl_0311.jpg,"(56.48, 20.01)",Glioma,True,False,False,False
Tr-gl_0312.jpg,"(1.06, 51.58)",Glioma,True,False,False,False
Tr-gl_0313.jpg,"(43.53, 68.85)",Glioma,True,False,False,False
Tr-gl_0314.jpg,"(19.36, 95.3)",Glioma,True,False,False,False
Tr-gl_0315.jpg,"(15.31, 12.19)",Glioma,True,False,False,False
Tr-gl_0316.jpg,"(39.88, 13.9)",Glioma,True,False,False,False
Tr-gl_0317.jpg,"(83.49, 45.68)",Glioma,True,False,False,False
Tr-gl_0318.jpg,"(24.56, 76.4)",Glioma,True,False,False,False
Tr-gl_0319.jpg,"(65.1, 97.6)",Glioma,True,False,False,False
Tr-gl_0320.jpg,"(5.45, 3.76)",Glioma,True,False,False,False
Tr-gl_0321.jpg,"(51.69, 14.03)",Glioma,True,False,False,False
Tr-gl_0322.jpg,"(40.12, 64.94)",Glioma,True,False,False,False
Tr-gl_0323.jpg,"(26.97, 98.93)",Glioma,True,False,False,False
Tr-gl_0324.jpg,"(49.85, 54.65)",Glioma,True,False,False,False
Tr-gl_0325.jpg,"(48.01, 77.12)",Glioma,True,False,False,False
Tr-gl_0326.jpg,"(75.82, 23.81)",Glioma,True,False,False,False
Tr-gl_0327.jpg,"(61.75, 67.35)",Glioma,True,False,False,False
Tr-gl_0328.jpg,"(19.01, 41.57)",Glioma,True,False,False,False
Tr-gl_0329.jpg,"(63.22, 60.39)",Glioma,True,False,False,False
Tr-gl_0330.jpg,"(4.36, 8.24)",Glioma,True,False,False,False
Tr-gl_0331.jpg,"(32.23, 54.26)",Glioma,True,False,False,False
Tr-gl_0332.jpg,"(99.98, 43.86)",Glioma,True,False,False,False
Tr-gl_0333.jpg,"(74.91, 91.17)",Glioma,True,False,False,False
Tr-gl_0334.jpg,"(49.25, 29.62)",Glioma,True,False,False,False
Tr-gl_0335.jpg,"(51.61, 30.34)",Glioma,True,False,False,False
Tr-gl_0336.jpg,"(89.12, 57.82)",Glioma,True,False,False,False
Tr-gl_0337.jpg,"(62.82, 54.12)",Glioma,True,False,False,False
Tr-gl_0338.jpg,"(99.06, 79.98)",Glioma,True,False,False,False
Tr-gl_0339.jpg,"(68.64, 30.09)",Glioma,True,False,False,False
Tr-gl_0340.jpg,"(97.68, 64.2)",Glioma,True,False,False,False
Tr-gl_0341.jpg,"(46.09, 85.03)",Glioma,True,False,False,False
Tr-gl_0342.jpg,"(75.66, 90.37)",Glioma,True,False,False,False
Tr-gl_0343.jpg,"(39.22, 37.55)",Glioma,True,False,False,False
Tr-gl_0344.jpg,"(32.18, 70.56)",Glioma,True,False,False,False
Tr-gl_0345.jpg,"(37.91, 79.61)",Glioma,True,False,False,False
Tr-gl_0346.jpg,"(10.69, 7.62)",Glioma,True,False,False,False
Tr-gl_0347.jpg,"(58.15, 14.27)",Glioma,True,False,False,False
Tr-gl_0348.jpg,"(96.83, 3.78)",Glioma,True,False,False,False
Tr-gl_0349.jpg,"(11.39, 31.67)",Glioma,True,False,False,False
Tr-gl_0350.jpg,"(40.62, 33.29)",Glioma,True,False,False,False
Tr-gl_0351.jpg,"(70.91, 30.61)",Glioma,True,False,False,False
Tr-gl_0352.jpg,"(38.21, 3.67)",Glioma,True,False,False,False
Tr-gl_0353.jpg,"(67.06, 48.12)",Glioma,True,False,False,False
Tr-gl_0354.jpg,"(73.43, 94.12)",Glioma,True,False,False,False
Tr-gl_0355.jpg,"(49.0, 69.88)",Glioma,True,False,False,False
